label,Lx0,Ly0,Lx1,Ly1,Lx2,Ly2,Lx3,Ly3,Lx4,Ly4,Lx5,Ly5,Lx6,Ly6,Lx7,Ly7,Lx8,Ly8,Lx9,Ly9,Lx10,Ly10,Lx11,Ly11,Lx12,Ly12,Lx13,Ly13,Lx14,Ly14,Lx15,Ly15,Lx16,Ly16,Lx17,Ly17,Lx18,Ly18,Lx19,Ly19,Lx20,Ly20,Rx0,Ry0,Rx1,Ry1,Rx2,Ry2,Rx3,Ry3,Rx4,Ry4,Rx5,Ry5,Rx6,Ry6,Rx7,Ry7,Rx8,Ry8,Rx9,Ry9,Rx10,Ry10,Rx11,Ry11,Rx12,Ry12,Rx13,Ry13,Rx14,Ry14,Rx15,Ry15,Rx16,Ry16,Rx17,Ry17,Rx18,Ry18,Rx19,Ry19,Rx20,Ry20
AGREE,0.0,0.0,0.132776,-0.153991,0.212604,-0.278564,0.274686,-0.338748,0.311579,-0.324828,0.076984,-0.5644,0.130004,-0.753963,0.169075,-0.890685,0.194078,-1.0,-0.007532,-0.517506,0.180353,-0.571787,0.24294,-0.427035,0.24053,-0.33566,-0.058159,-0.412434,0.149619,-0.347567,0.158839,-0.247371,0.108667,-0.225726,-0.082569,-0.279491,0.08696,-0.195821,0.092808,-0.14187,0.038699,-0.150938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGREE,0.0,0.0,0.133534,-0.143244,0.218047,-0.265684,0.281941,-0.329882,0.318268,-0.32564,0.085487,-0.552335,0.132832,-0.746575,0.17209,-0.887286,0.196527,-1.0,0.002277,-0.51061,0.188297,-0.566762,0.251272,-0.424418,0.246918,-0.331538,-0.04871,-0.409994,0.156418,-0.347592,0.166947,-0.246458,0.118545,-0.222007,-0.073577,-0.279466,0.093556,-0.205005,0.09731,-0.149317,0.041998,-0.153614,0.0,0.0,-0.147633,0.08587,-0.379999,0.086764,-0.503896,-0.02787,-0.426603,-0.171808,-0.518277,-0.429183,-0.730091,-0.584364,-0.87939,-0.683515,-1.0,-0.769569,-0.398348,-0.569243,-0.519703,-0.452064,-0.440789,-0.241804,-0.366538,-0.176044,-0.250832,-0.613124,-0.353782,-0.462999,-0.311349,-0.269153,-0.263135,-0.213569,-0.091924,-0.599934,-0.205193,-0.525892,-0.212405,-0.35568,-0.188256,-0.275607
AGREE,0.0,0.0,0.13095,-0.141055,0.215835,-0.26257,0.282058,-0.324254,0.323182,-0.32478,0.08975,-0.55227,0.137786,-0.749857,0.179163,-0.888606,0.20357,-1.0,0.007037,-0.511499,0.191078,-0.575066,0.25808,-0.431521,0.256568,-0.337098,-0.043983,-0.412438,0.15777,-0.350011,0.169286,-0.242304,0.120376,-0.213379,-0.069509,-0.282531,0.094656,-0.207053,0.101274,-0.149375,0.047668,-0.151474,0.0,0.0,-0.179263,0.064472,-0.380587,0.068436,-0.51088,-0.002272,-0.461508,-0.119832,-0.536933,-0.409114,-0.74465,-0.545906,-0.887938,-0.636905,-1.0,-0.71473,-0.434812,-0.543636,-0.546314,-0.42089,-0.46155,-0.214429,-0.376405,-0.114486,-0.307601,-0.595461,-0.397812,-0.411008,-0.330634,-0.225432,-0.262824,-0.155227,-0.17005,-0.588099,-0.269397,-0.455582,-0.253256,-0.300472,-0.210522,-0.237776
AGREE,0.0,0.0,0.132863,-0.139529,0.219557,-0.257546,0.289693,-0.316901,0.333033,-0.319179,0.100964,-0.549702,0.149496,-0.748136,0.192208,-0.887377,0.217439,-1.0,0.019257,-0.508712,0.205398,-0.574749,0.270414,-0.426374,0.265127,-0.329309,-0.030459,-0.409527,0.170118,-0.354456,0.181016,-0.243453,0.130927,-0.214552,-0.055497,-0.280398,0.109858,-0.211667,0.11466,-0.149741,0.058923,-0.149629,0.0,0.0,-0.203326,0.05882,-0.396587,0.072069,-0.529082,0.021696,-0.491755,-0.093582,-0.551728,-0.425856,-0.753456,-0.521806,-0.889343,-0.592075,-1.0,-0.660333,-0.450119,-0.551977,-0.575046,-0.419874,-0.500591,-0.205474,-0.416916,-0.085018,-0.322032,-0.599783,-0.4286,-0.39567,-0.36272,-0.195241,-0.288086,-0.102157,-0.184138,-0.581781,-0.297885,-0.444924,-0.285785,-0.270491,-0.239463,-0.177048
AGREE,0.0,0.0,0.136936,-0.137099,0.222125,-0.263995,0.288838,-0.338586,0.330927,-0.353226,0.101232,-0.560622,0.150247,-0.753167,0.192923,-0.889699,0.218915,-1.0,0.0197,-0.519899,0.209376,-0.582365,0.274162,-0.421462,0.268504,-0.317237,-0.029068,-0.418768,0.174161,-0.373496,0.18867,-0.252671,0.143302,-0.217207,-0.051771,-0.286002,0.11827,-0.226331,0.127914,-0.155724,0.076796,-0.146711,0.0,0.0,-0.184375,0.058563,-0.370342,0.076802,-0.492064,0.05185,-0.482061,-0.054557,-0.550924,-0.419894,-0.751245,-0.516432,-0.886889,-0.590051,-1.0,-0.663087,-0.446303,-0.540324,-0.58297,-0.417316,-0.506473,-0.186462,-0.417956,-0.06321,-0.312862,-0.582305,-0.435729,-0.413314,-0.370312,-0.199952,-0.288186,-0.099077,-0.170977,-0.554411,-0.302712,-0.451787,-0.295386,-0.269439,-0.243543,-0.169753
AGREE,0.0,0.0,0.136507,-0.139033,0.220515,-0.260635,0.285016,-0.32628,0.327801,-0.33428,0.104466,-0.561216,0.153803,-0.7537,0.197081,-0.889199,0.222642,-1.0,0.023044,-0.520151,0.21167,-0.580702,0.273879,-0.420685,0.264511,-0.322079,-0.026162,-0.419657,0.176521,-0.372843,0.191872,-0.25246,0.145021,-0.218777,-0.050768,-0.288332,0.117481,-0.226401,0.130489,-0.158523,0.080848,-0.152998,0.0,0.0,-0.189304,0.057993,-0.378547,0.073194,-0.509741,0.058638,-0.4887,-0.041863,-0.539811,-0.420496,-0.751994,-0.508354,-0.886639,-0.574633,-1.0,-0.647356,-0.438861,-0.540412,-0.574466,-0.392157,-0.498028,-0.170086,-0.412351,-0.057461,-0.312832,-0.581702,-0.425155,-0.365129,-0.358889,-0.169809,-0.28355,-0.089523,-0.181401,-0.556492,-0.296628,-0.423494,-0.286414,-0.249879,-0.241341,-0.161492
AGREE,0.0,0.0,0.138187,-0.14731,0.223442,-0.275043,0.289945,-0.340496,0.335757,-0.345392,0.107681,-0.566652,0.151427,-0.756016,0.19272,-0.889977,0.217893,-1.0,0.024947,-0.524133,0.213889,-0.581117,0.274512,-0.432671,0.26446,-0.336331,-0.02499,-0.42131,0.17663,-0.371666,0.189693,-0.263006,0.141317,-0.23342,-0.050014,-0.289182,0.120139,-0.222818,0.129798,-0.160076,0.07805,-0.156932,0.0,0.0,-0.18637,0.055418,-0.366609,0.074524,-0.488157,0.051789,-0.487888,-0.060706,-0.559945,-0.411893,-0.754579,-0.50378,-0.886649,-0.567501,-1.0,-0.63251,-0.460487,-0.534198,-0.577583,-0.383471,-0.492586,-0.1599,-0.407268,-0.056876,-0.329944,-0.57635,-0.435641,-0.381316,-0.362195,-0.175047,-0.283595,-0.096494,-0.188034,-0.554577,-0.30425,-0.431079,-0.294175,-0.24657,-0.247884,-0.15103
AGREE,0.0,0.0,0.136445,-0.14085,0.221912,-0.271018,0.290726,-0.335936,0.337251,-0.344569,0.106544,-0.561226,0.15184,-0.754194,0.193157,-0.886871,0.217696,-1.0,0.022142,-0.523371,0.211157,-0.59186,0.275049,-0.427596,0.26747,-0.319784,-0.031113,-0.421399,0.168696,-0.376497,0.186189,-0.256035,0.141336,-0.218706,-0.059432,-0.286361,0.110499,-0.230389,0.126332,-0.164302,0.07792,-0.156024,0.0,0.0,-0.184914,0.067591,-0.366516,0.088938,-0.491513,0.078045,-0.487112,-0.018575,-0.551257,-0.400753,-0.752722,-0.487378,-0.88582,-0.546906,-1.0,-0.609827,-0.455205,-0.52409,-0.576195,-0.34876,-0.484618,-0.126192,-0.392416,-0.026003,-0.333257,-0.5641,-0.432466,-0.334764,-0.354173,-0.140493,-0.275344,-0.072534,-0.204612,-0.538515,-0.308575,-0.386583,-0.28348,-0.213793,-0.230759,-0.138044
AGREE,0.0,0.0,0.134617,-0.137327,0.218567,-0.262792,0.282383,-0.333668,0.318568,-0.3432,0.101686,-0.55609,0.146032,-0.751818,0.18727,-0.887125,0.209752,-1.0,0.016894,-0.518788,0.201997,-0.585606,0.263296,-0.43095,0.253162,-0.336299,-0.036032,-0.421128,0.162992,-0.371275,0.175889,-0.257077,0.126274,-0.230132,-0.064536,-0.293479,0.099907,-0.226731,0.112478,-0.166376,0.061998,-0.168828,0.0,0.0,-0.181061,0.075289,-0.35435,0.103911,-0.475959,0.105074,-0.474516,-0.00233,-0.55044,-0.38433,-0.751989,-0.473438,-0.886451,-0.536736,-1.0,-0.603372,-0.449884,-0.504894,-0.576516,-0.336002,-0.482366,-0.106105,-0.38657,-0.001645,-0.324845,-0.544032,-0.429546,-0.322458,-0.349083,-0.11659,-0.26812,-0.035044,-0.193933,-0.520045,-0.301552,-0.381312,-0.275247,-0.209904,-0.22368,-0.130289
AGREE,0.0,0.0,0.136899,-0.142936,0.222542,-0.263305,0.284895,-0.323963,0.316669,-0.322713,0.102594,-0.562829,0.143767,-0.757504,0.18311,-0.889297,0.204685,-1.0,0.014863,-0.522949,0.197158,-0.588342,0.259772,-0.434121,0.250592,-0.338506,-0.039718,-0.421647,0.157678,-0.37084,0.17631,-0.257184,0.129795,-0.227295,-0.06924,-0.291375,0.094484,-0.227517,0.114574,-0.17023,0.069285,-0.170572,0.0,0.0,-0.181043,0.068661,-0.362193,0.095939,-0.487105,0.094578,-0.48837,-0.016746,-0.549763,-0.394054,-0.753541,-0.483348,-0.885863,-0.547038,-1.0,-0.611329,-0.446589,-0.51388,-0.572109,-0.344414,-0.483197,-0.120125,-0.391385,-0.010277,-0.319254,-0.554383,-0.425517,-0.324697,-0.345695,-0.122565,-0.265331,-0.037655,-0.185371,-0.532085,-0.297959,-0.390326,-0.272384,-0.220283,-0.219971,-0.136722
AGREE,0.0,0.0,0.133426,-0.14068,0.220028,-0.262678,0.284555,-0.329858,0.31455,-0.335427,0.103466,-0.55929,0.143049,-0.753783,0.182513,-0.889659,0.205175,-1.0,0.018139,-0.519037,0.198327,-0.586289,0.260603,-0.437959,0.252575,-0.342641,-0.034914,-0.417903,0.160054,-0.360133,0.174895,-0.255218,0.127338,-0.230852,-0.062058,-0.287974,0.099181,-0.216359,0.11311,-0.162497,0.063727,-0.168872,0.0,0.0,-0.27862,-0.016345,-0.49456,-0.059381,-0.60338,-0.170482,-0.572127,-0.299672,-0.598253,-0.563173,-0.782357,-0.64402,-0.895468,-0.673637,-1.0,-0.698157,-0.481371,-0.641661,-0.61928,-0.584833,-0.619708,-0.394649,-0.591482,-0.250627,-0.343831,-0.6528,-0.455295,-0.562899,-0.474871,-0.362779,-0.4643,-0.203044,-0.194114,-0.614968,-0.302188,-0.599519,-0.358809,-0.465444,-0.384081,-0.333546
AGREE,0.0,0.0,0.128144,-0.146804,0.209527,-0.270454,0.272928,-0.334887,0.309876,-0.343347,0.099171,-0.559314,0.138117,-0.754224,0.179552,-0.890513,0.202744,-1.0,0.015124,-0.515337,0.201227,-0.570385,0.263259,-0.427739,0.250763,-0.334008,-0.03645,-0.414116,0.161105,-0.362378,0.173741,-0.262737,0.121614,-0.23842,-0.062502,-0.284457,0.107538,-0.216911,0.117339,-0.161434,0.062978,-0.163124,0.0,0.0,-0.227622,-0.007126,-0.439245,-0.091541,-0.50937,-0.232939,-0.465999,-0.35981,-0.520487,-0.561724,-0.723464,-0.710816,-0.870899,-0.800183,-1.0,-0.868937,-0.403388,-0.657224,-0.529605,-0.549578,-0.509131,-0.365683,-0.475673,-0.25824,-0.26505,-0.671876,-0.394639,-0.498073,-0.410214,-0.324945,-0.416516,-0.211988,-0.116884,-0.640221,-0.253607,-0.519169,-0.313581,-0.390934,-0.358708,-0.298503
AGREE,0.0,0.0,0.125043,-0.143097,0.207967,-0.260847,0.267591,-0.319303,0.300771,-0.337923,0.094703,-0.555229,0.128543,-0.754529,0.168229,-0.890414,0.188985,-1.0,0.004851,-0.509007,0.171159,-0.563173,0.245296,-0.438702,0.242587,-0.349714,-0.054524,-0.403783,0.121739,-0.350962,0.160291,-0.27595,0.125756,-0.257824,-0.089207,-0.268355,0.064354,-0.203249,0.098139,-0.172374,0.06334,-0.182435,0.0,0.0,-0.249761,-0.040595,-0.501138,-0.163845,-0.566062,-0.347402,-0.434231,-0.477843,-0.574809,-0.678009,-0.777408,-0.835156,-0.906091,-0.909372,-1.0,-0.99299,-0.441238,-0.764809,-0.58548,-0.695416,-0.531578,-0.492219,-0.456028,-0.425357,-0.290293,-0.772857,-0.40203,-0.644371,-0.361657,-0.454756,-0.301301,-0.396673,-0.130609,-0.735042,-0.247513,-0.686889,-0.251464,-0.536358,-0.21749,-0.459715
AGREE,0.0,0.0,0.130535,-0.150456,0.210379,-0.265138,0.268832,-0.320105,0.298506,-0.319546,0.096419,-0.562434,0.133273,-0.752521,0.172943,-0.889892,0.194772,-1.0,0.004691,-0.513645,0.180697,-0.547738,0.25194,-0.408077,0.247833,-0.324877,-0.051057,-0.405233,0.141155,-0.341608,0.173282,-0.254904,0.128928,-0.238554,-0.079878,-0.27041,0.083163,-0.193753,0.108056,-0.154124,0.061413,-0.168404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGREE,0.0,0.0,0.131839,-0.149792,0.213367,-0.266642,0.275817,-0.318976,0.306776,-0.308403,0.088154,-0.563262,0.130596,-0.754892,0.168488,-0.892182,0.189568,-1.0,-0.002477,-0.514941,0.180618,-0.554426,0.246921,-0.405667,0.240573,-0.319349,-0.056967,-0.406143,0.145474,-0.337501,0.165578,-0.240599,0.115914,-0.223925,-0.082863,-0.270202,0.082644,-0.188689,0.097187,-0.13868,0.04381,-0.150427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGREE,0.0,0.0,0.131835,-0.141827,0.210205,-0.254021,0.266802,-0.317634,0.281143,-0.322296,0.082802,-0.554638,0.116632,-0.753654,0.156497,-0.891699,0.180221,-1.0,-0.008773,-0.506853,0.174551,-0.544612,0.243312,-0.395544,0.239807,-0.304522,-0.063957,-0.396015,0.137543,-0.336463,0.155138,-0.234592,0.101805,-0.209581,-0.091275,-0.2597,0.07788,-0.178343,0.094735,-0.123956,0.042484,-0.128985,0.0,0.0,-0.031079,-0.039876,-0.06077,-0.150566,-0.078413,-0.250579,-0.091795,-0.333844,-0.072717,-0.390566,-0.037444,-0.631299,-0.010786,-0.804002,0.028658,-0.949609,-0.045138,-0.413185,-0.002595,-0.652851,0.028698,-0.845755,0.06565,-1.0,-0.02381,-0.390505,-0.033042,-0.413641,-0.061239,-0.283657,-0.077146,-0.194038,-0.017621,-0.341376,-0.049774,-0.335098,-0.064925,-0.249272,-0.069808,-0.18844
AGREE,0.0,0.0,0.126008,-0.160138,0.207484,-0.277483,0.271906,-0.329077,0.29072,-0.312406,0.085527,-0.558241,0.129956,-0.755391,0.170593,-0.890897,0.195553,-1.0,-0.00127,-0.50717,0.184043,-0.543576,0.241086,-0.401617,0.228876,-0.318934,-0.052566,-0.395954,0.148816,-0.333366,0.160519,-0.238834,0.10584,-0.221587,-0.076951,-0.260285,0.088509,-0.18508,0.094977,-0.132443,0.037868,-0.138184,0.0,0.0,-0.037646,-0.027007,-0.078332,-0.119454,-0.109958,-0.199027,-0.129891,-0.26525,-0.090125,-0.358266,-0.055803,-0.587772,-0.027452,-0.755657,0.010602,-0.897188,-0.075432,-0.394913,-0.021784,-0.648297,0.011613,-0.84147,0.046617,-1.0,-0.061816,-0.383661,-0.058011,-0.440495,-0.086434,-0.315249,-0.102067,-0.226827,-0.049175,-0.342216,-0.069984,-0.343646,-0.091978,-0.255734,-0.101916,-0.192696
AGREE,0.0,0.0,0.138917,-0.148148,0.226806,-0.268429,0.293648,-0.322644,0.326012,-0.337759,0.094722,-0.563926,0.151321,-0.751465,0.192209,-0.890966,0.219361,-1.0,0.013546,-0.5168,0.209756,-0.555333,0.277259,-0.413313,0.281055,-0.314297,-0.034365,-0.406197,0.178496,-0.337344,0.187026,-0.238687,0.137163,-0.210682,-0.055475,-0.268078,0.116671,-0.192607,0.125534,-0.143488,0.075885,-0.14871,0.0,0.0,-0.110091,-0.067905,-0.195203,-0.150696,-0.237875,-0.206804,-0.251916,-0.250343,-0.132062,-0.386124,-0.098891,-0.638084,-0.06844,-0.802162,-0.019002,-0.956325,-0.088943,-0.392504,-0.05524,-0.634593,-0.020002,-0.83268,0.030172,-1.0,-0.058212,-0.340174,-0.146529,-0.330135,-0.17461,-0.180735,-0.179746,-0.09293,-0.048219,-0.261145,-0.152468,-0.198178,-0.169861,-0.107147,-0.174579,-0.053069
AGREE,0.0,0.0,0.133661,-0.142699,0.21746,-0.260664,0.28675,-0.313578,0.317304,-0.316652,0.094823,-0.55189,0.147208,-0.748498,0.192111,-0.890048,0.218267,-1.0,0.012406,-0.507162,0.205181,-0.561464,0.278788,-0.415549,0.281128,-0.317926,-0.036434,-0.400569,0.169345,-0.338702,0.178246,-0.235266,0.123702,-0.212083,-0.059311,-0.267291,0.107458,-0.190589,0.109599,-0.1328,0.050954,-0.139993,0.0,0.0,-0.09482,-0.04345,-0.165321,-0.155833,-0.195532,-0.252159,-0.195004,-0.335323,-0.149918,-0.384771,-0.12407,-0.621834,-0.095075,-0.806635,-0.051042,-0.966128,-0.117855,-0.402422,-0.105494,-0.625525,-0.080459,-0.826776,-0.048522,-1.0,-0.095594,-0.367446,-0.186176,-0.339226,-0.198153,-0.196099,-0.189795,-0.104659,-0.090135,-0.302661,-0.193684,-0.249056,-0.193136,-0.155931,-0.179411,-0.095902
AGREE,0.0,0.0,0.129833,-0.146028,0.216671,-0.276122,0.29445,-0.336462,0.356149,-0.344779,0.110443,-0.557161,0.161175,-0.747856,0.204162,-0.88749,0.232602,-1.0,0.027708,-0.515574,0.22024,-0.566997,0.291296,-0.425733,0.296396,-0.327611,-0.02198,-0.411032,0.189408,-0.339758,0.195623,-0.228374,0.143951,-0.198771,-0.046635,-0.276627,0.130385,-0.190701,0.124068,-0.120894,0.061749,-0.119933,0.0,0.0,-0.084026,-0.079322,-0.155129,-0.196984,-0.197781,-0.294167,-0.239681,-0.373856,-0.163623,-0.384104,-0.143735,-0.628049,-0.103596,-0.827773,-0.056482,-1.0,-0.139562,-0.394661,-0.190638,-0.527348,-0.186729,-0.676381,-0.177554,-0.819326,-0.128229,-0.366574,-0.257621,-0.298913,-0.248359,-0.201636,-0.211823,-0.142248,-0.130515,-0.315163,-0.25565,-0.230984,-0.240244,-0.149639,-0.202142,-0.10668
AGREE,0.0,0.0,0.139232,-0.143209,0.220747,-0.266337,0.284286,-0.330418,0.331644,-0.350396,0.101908,-0.559671,0.14888,-0.754359,0.189306,-0.891436,0.214869,-1.0,0.017814,-0.517845,0.201846,-0.573457,0.273605,-0.424669,0.281307,-0.320871,-0.032422,-0.413073,0.176267,-0.33737,0.188435,-0.222408,0.141403,-0.189153,-0.05672,-0.27857,0.114433,-0.195294,0.120819,-0.131566,0.067244,-0.132729,0.0,0.0,-0.053636,-0.09277,-0.12728,-0.226258,-0.180925,-0.309336,-0.21464,-0.369364,-0.116561,-0.416546,-0.103526,-0.659219,-0.07888,-0.8341,-0.039342,-0.987384,-0.100196,-0.431657,-0.099311,-0.652108,-0.087972,-0.840447,-0.065477,-1.0,-0.102009,-0.399749,-0.192938,-0.380032,-0.206682,-0.245459,-0.201335,-0.159909,-0.121919,-0.340965,-0.21642,-0.282489,-0.210469,-0.188639,-0.194204,-0.13326
AGREE,0.0,0.0,0.139737,-0.14092,0.227021,-0.265551,0.296612,-0.328478,0.348792,-0.336064,0.110286,-0.560001,0.155195,-0.750793,0.195639,-0.889652,0.221047,-1.0,0.027455,-0.517211,0.215178,-0.567325,0.287341,-0.414399,0.291514,-0.312985,-0.024314,-0.41433,0.181011,-0.3465,0.191324,-0.233745,0.140868,-0.205149,-0.051226,-0.281695,0.119994,-0.204234,0.126949,-0.141322,0.072573,-0.143308,0.0,0.0,-0.061301,-0.078236,-0.125061,-0.215309,-0.163026,-0.312675,-0.176759,-0.40126,-0.149294,-0.406056,-0.131664,-0.658417,-0.100418,-0.841041,-0.05919,-1.0,-0.129795,-0.421515,-0.124549,-0.634372,-0.104485,-0.817239,-0.08646,-0.979806,-0.121428,-0.396795,-0.202509,-0.378486,-0.209275,-0.241968,-0.201337,-0.148642,-0.125175,-0.34769,-0.210319,-0.29214,-0.206485,-0.196664,-0.18778,-0.136896
AGREE,0.0,0.0,0.140091,-0.140962,0.223425,-0.271925,0.291919,-0.343006,0.347983,-0.357605,0.107177,-0.564867,0.15643,-0.751801,0.197944,-0.888712,0.222645,-1.0,0.025963,-0.522613,0.223385,-0.565412,0.289144,-0.403158,0.283832,-0.302146,-0.02353,-0.418578,0.185831,-0.365737,0.198109,-0.241682,0.149256,-0.206519,-0.048481,-0.285277,0.123376,-0.226213,0.131154,-0.154093,0.07859,-0.146899,0.0,0.0,-0.090676,-0.05714,-0.160992,-0.176198,-0.18124,-0.283063,-0.178067,-0.366743,-0.140405,-0.386862,-0.121989,-0.648547,-0.077927,-0.828809,-0.036555,-1.0,-0.108031,-0.40126,-0.137836,-0.48786,-0.134513,-0.554923,-0.136297,-0.649137,-0.084178,-0.37887,-0.157897,-0.282621,-0.154473,-0.165253,-0.139667,-0.108479,-0.066292,-0.334147,-0.145568,-0.243339,-0.150763,-0.150225,-0.137386,-0.109561
AGREE,0.0,0.0,0.134437,-0.140767,0.217002,-0.271266,0.29316,-0.341624,0.354523,-0.356625,0.107942,-0.565894,0.156307,-0.750731,0.196388,-0.887515,0.220517,-1.0,0.026151,-0.5232,0.228733,-0.560583,0.296284,-0.400305,0.291358,-0.298614,-0.023797,-0.417212,0.188077,-0.369441,0.202602,-0.247388,0.153892,-0.207731,-0.050031,-0.283816,0.124944,-0.228185,0.138796,-0.159924,0.089186,-0.151418,0.0,0.0,-0.03988,-0.093557,-0.084273,-0.220454,-0.113327,-0.298654,-0.129995,-0.357551,-0.085285,-0.430948,-0.052495,-0.67337,-0.022586,-0.847363,0.014031,-1.0,-0.055683,-0.431258,-0.032283,-0.652789,-0.009786,-0.838678,0.00629,-0.994161,-0.041022,-0.38633,-0.098965,-0.375362,-0.114382,-0.26327,-0.120999,-0.18848,-0.047665,-0.312885,-0.117722,-0.263074,-0.127784,-0.182664,-0.126591,-0.130159
AGREE,0.0,0.0,0.137868,-0.133209,0.221969,-0.257178,0.294575,-0.325255,0.353117,-0.337314,0.112559,-0.560657,0.163305,-0.750112,0.204856,-0.887419,0.229659,-1.0,0.032819,-0.521202,0.232603,-0.554246,0.298823,-0.397559,0.295227,-0.300103,-0.01574,-0.419684,0.193063,-0.366323,0.206195,-0.243441,0.158668,-0.203468,-0.040683,-0.290864,0.129741,-0.229677,0.142033,-0.160038,0.093583,-0.150795,0.0,0.0,-0.149571,0.082954,-0.326018,0.113779,-0.445473,0.100126,-0.448016,-0.008404,-0.554652,-0.354118,-0.756081,-0.456048,-0.892875,-0.52627,-1.0,-0.597436,-0.453241,-0.493384,-0.560394,-0.359822,-0.458295,-0.133921,-0.367238,-0.03039,-0.315599,-0.55109,-0.397984,-0.359177,-0.311718,-0.147037,-0.233402,-0.059925,-0.168758,-0.538072,-0.267473,-0.419662,-0.238788,-0.235024,-0.188768,-0.147724
AGREE,0.0,0.0,0.139239,-0.14082,0.222753,-0.266157,0.295609,-0.329603,0.347565,-0.329028,0.112244,-0.563982,0.160065,-0.751115,0.199395,-0.887148,0.222682,-1.0,0.030077,-0.519695,0.232086,-0.553437,0.293052,-0.393467,0.283899,-0.294663,-0.019314,-0.413162,0.191645,-0.359581,0.202963,-0.239849,0.153369,-0.204332,-0.044364,-0.280731,0.12712,-0.218945,0.139347,-0.152733,0.090858,-0.1483,0.0,0.0,-0.176419,0.067379,-0.350002,0.095477,-0.468689,0.089534,-0.464214,-0.032394,-0.544882,-0.384362,-0.749025,-0.470695,-0.885366,-0.53214,-1.0,-0.597199,-0.442808,-0.512874,-0.557628,-0.370981,-0.464807,-0.148488,-0.377494,-0.047371,-0.314357,-0.562843,-0.406771,-0.358902,-0.326821,-0.159162,-0.251545,-0.085556,-0.176636,-0.548652,-0.276444,-0.42765,-0.25041,-0.250586,-0.201153,-0.167734
AGREE,0.0,0.0,0.137793,-0.136975,0.219697,-0.265613,0.287832,-0.34005,0.336131,-0.354312,0.106,-0.562601,0.153538,-0.751487,0.193287,-0.887963,0.215334,-1.0,0.027483,-0.521004,0.224368,-0.569196,0.288319,-0.41123,0.28106,-0.313905,-0.021775,-0.419963,0.18411,-0.372197,0.196347,-0.24819,0.147374,-0.210353,-0.048392,-0.291881,0.119009,-0.234082,0.132794,-0.164596,0.085294,-0.156647,0.0,0.0,-0.176449,0.068599,-0.34986,0.090334,-0.467218,0.088716,-0.473158,-0.026984,-0.552305,-0.385211,-0.755183,-0.479423,-0.886721,-0.542937,-1.0,-0.614775,-0.44927,-0.5151,-0.564815,-0.370654,-0.47149,-0.141449,-0.382645,-0.037196,-0.320588,-0.566563,-0.410884,-0.355898,-0.330679,-0.151269,-0.256012,-0.076867,-0.184407,-0.554337,-0.281637,-0.424974,-0.251705,-0.246484,-0.200151,-0.166774
AGREE,0.0,0.0,0.142818,-0.143642,0.225979,-0.268505,0.287343,-0.333973,0.327986,-0.346578,0.111465,-0.56953,0.159099,-0.754864,0.197662,-0.88822,0.218901,-1.0,0.026706,-0.526036,0.214376,-0.57283,0.281766,-0.416652,0.279058,-0.322678,-0.024781,-0.4216,0.179282,-0.368519,0.196548,-0.247172,0.148639,-0.214693,-0.051413,-0.289777,0.117593,-0.226211,0.135035,-0.161577,0.088535,-0.160398,0.0,0.0,-0.176772,0.075573,-0.352321,0.101999,-0.47054,0.096402,-0.469429,-0.022302,-0.559219,-0.389888,-0.756259,-0.487565,-0.887317,-0.55479,-1.0,-0.627548,-0.454398,-0.520531,-0.57491,-0.366181,-0.477402,-0.132759,-0.38809,-0.030235,-0.323596,-0.568645,-0.41484,-0.345766,-0.33381,-0.133173,-0.263581,-0.059621,-0.18651,-0.551646,-0.283869,-0.407176,-0.254489,-0.225109,-0.209179,-0.149861
